Year,Cause Name,State,Deaths
2012,Cancer,Kentucky,10012
2014,Heart disease,Kentucky,10013
2001,All causes,Rhode Island,10021
2012,Heart disease,Kentucky,10024
2007,Cancer,Alabama,10025
2006,Heart disease,Louisiana,10026
2000,All causes,Rhode Island,10027
2004,All causes,Idaho,10028
2003,All causes,Rhode Island,10039
2005,Heart disease,Oklahoma,10043
2006,All causes,New Hampshire,10060
2008,Heart disease,Kentucky,10061
2012,Heart disease,Louisiana,10074
2015,Heart disease,Kentucky,10077
2008,Cancer,Arizona,10081
2013,Cancer,Kentucky,10085
2015,Heart disease,South Carolina,10092
2008,Alzheimer's disease,California,10098
2009,All causes,New Hampshire,10100
2002,Unintentional injuries,California,10107
2016,CLRD,Texas,10107
2004,All causes,New Hampshire,10111
2007,Cancer,Arizona,10134
1999,Cancer,Maryland,10143
2015,All causes,Rhode Island,10163
2004,Cancer,Maryland,10168
2009,Heart disease,Louisiana,10169
2007,Cancer,Maryland,10179
2009,CLRD,Florida,10182
2008,Cancer,Alabama,10182
2005,All causes,New Hampshire,10194
2016,Heart disease,South Carolina,10195
2010,Cancer,Alabama,10196
2008,CLRD,Florida,10198
2010,All causes,New Hampshire,10201
2016,Heart disease,Oklahoma,10209
2015,CLRD,Texas,10231
2011,Cancer,Alabama,10233
2002,All causes,Rhode Island,10246
2011,Cancer,Maryland,10249
2014,Cancer,Kentucky,10263
2008,All causes,New Hampshire,10268
2002,Stroke,Florida,10269
2010,Cancer,Maryland,10269
2009,Cancer,Arizona,10271
2009,Heart disease,Arizona,10273
2012,All causes,Hawaii,10274
2012,Cancer,Alabama,10276
2011,CLRD,Florida,10279
2010,Heart disease,Louisiana,10282
2014,Cancer,Alabama,10286
2009,Cancer,Alabama,10289
2000,Cancer,Maryland,10290
2003,Cancer,Maryland,10292
2007,Heart disease,Arizona,10302
2003,Stroke,Texas,10303
2007,All causes,New Hampshire,10303
2015,Heart disease,Oklahoma,10310
2015,Cancer,Kentucky,10312
2001,Cancer,Maryland,10322
2013,Cancer,Alabama,10328
2004,Heart disease,Oklahoma,10335
2010,CLRD,Florida,10337
2013,Heart disease,Louisiana,10346
2008,Heart disease,Louisiana,10347
2006,Cancer,Maryland,10350
2006,Heart disease,Kentucky,10353
2015,Cancer,Alabama,10354
2016,Cancer,South Carolina,10356
2012,Heart disease,Washington,10360
2008,Cancer,Maryland,10360
2016,Cancer,Kentucky,10363
2005,Cancer,Maryland,10371
2003,All causes,Idaho,10380
2008,Heart disease,Arizona,10385
2002,Cancer,Maryland,10395
2009,Cancer,Maryland,10412
2001,Stroke,Florida,10414
1999,Stroke,Texas,10414
2016,Cancer,Alabama,10419
2010,Unintentional injuries,California,10435
2011,Heart disease,Washington,10439
2004,Heart disease,Kentucky,10465
2003,Unintentional injuries,California,10471
2015,Stroke,Texas,10485
2013,All causes,Hawaii,10505
2016,Heart disease,Kentucky,10519
2013,Heart disease,Washington,10524
2012,Cancer,Maryland,10525
2000,Stroke,Florida,10532
2016,Unintentional injuries,Texas,10536
2004,Heart disease,Arizona,10539
2002,Stroke,Texas,10548
2005,All causes,Idaho,10556
2011,Heart disease,Maryland,10557
1999,Stroke,Florida,10560
2009,Heart disease,Washington,10561
2015,Cancer,Maryland,10568
2015,Unintentional injuries,Florida,10578
2000,Heart disease,Arizona,10584
2012,CLRD,Florida,10585
2001,Heart disease,Arizona,10588
2010,Heart disease,Washington,10602
2006,Heart disease,Washington,10604
2006,Heart disease,Arizona,10607
2013,Cancer,Maryland,10609
2001,Stroke,Texas,10612
2006,All causes,Idaho,10613
2004,Unintentional injuries,California,10633
2000,Cancer,Wisconsin,10638
2004,Heart disease,Washington,10644
2014,Heart disease,Louisiana,10647
2003,Cancer,Wisconsin,10648
1999,Cancer,Washington,10653
2011,Heart disease,Arizona,10662
2015,Heart disease,Louisiana,10665
2000,Cancer,Washington,10668
2016,Stroke,Texas,10673
2010,Cancer,Arizona,10678
2000,Stroke,Texas,10684
2012,Heart disease,Arizona,10689
2011,Cancer,Arizona,10690
2014,Heart disease,Washington,10710
2012,All causes,New Hampshire,10730
2013,Heart disease,Arizona,10755
1999,Cancer,Wisconsin,10755
2014,Cancer,Maryland,10759
2008,Unintentional injuries,California,10761
2014,All causes,Hawaii,10767
2001,Cancer,Wisconsin,10777
2005,Heart disease,Kentucky,10782
1999,Heart disease,Arizona,10800
2001,Cancer,Washington,10802
2014,Heart disease,Arizona,10805
2007,All causes,Idaho,10822
2011,All causes,New Hampshire,10823
2011,Unintentional injuries,California,10824
2002,Cancer,Wisconsin,10828
2009,Heart disease,Wisconsin,10834
2001,Heart disease,Oklahoma,10840
2002,Heart disease,Arizona,10852
2004,Heart disease,Louisiana,10852
2010,Alzheimer's disease,California,10856
2002,Cancer,Washington,10858
2009,Unintentional injuries,California,10860
2004,Cancer,Wisconsin,10861
2009,Cancer,Wisconsin,10866
2003,Heart disease,Arizona,10887
2013,All causes,New Hampshire,10897
2012,Unintentional injuries,California,10906
2016,Cancer,Maryland,10911
2016,All causes,Hawaii,10913
2010,Heart disease,Maryland,10915
2008,Heart disease,Washington,10916
2006,Cancer,Wisconsin,10925
2005,Cancer,Wisconsin,10943
2016,Heart disease,Louisiana,10943
2008,All causes,Idaho,10962
2007,Cancer,Wisconsin,10963
2005,Heart disease,Arizona,10966
2005,Heart disease,Washington,10985
2004,Cancer,Washington,10989
2005,Heart disease,Louisiana,11008
2012,Heart disease,Maryland,11023
2015,Heart disease,Washington,11025
2007,Heart disease,Washington,11037
2005,Cancer,Washington,11048
2015,All causes,Hawaii,11053
2006,Cancer,Washington,11055
2003,Heart disease,Oklahoma,11061
2003,Cancer,Washington,11064
2012,Cancer,Arizona,11085
2009,All causes,Idaho,11098
2007,Heart disease,Wisconsin,11110
2010,Heart disease,Wisconsin,11115
2005,Unintentional injuries,California,11129
2014,Heart disease,Maryland,11135
2002,Heart disease,Washington,11141
2008,Heart disease,Maryland,11157
2016,Heart disease,Washington,11161
2014,CLRD,Florida,11178
2008,Cancer,Wisconsin,11185
2003,Heart disease,Washington,11185
2002,Heart disease,Louisiana,11185
2009,Heart disease,Maryland,11210
2014,Heart disease,Wisconsin,11229
2002,Heart disease,Oklahoma,11230
2013,Heart disease,Maryland,11244
2012,Cancer,Wisconsin,11252
1999,Heart disease,Oklahoma,11263
2011,Heart disease,Wisconsin,11266
2006,Heart disease,Maryland,11268
2008,Heart disease,Wisconsin,11275
2010,Cancer,Wisconsin,11279
2001,Heart disease,Washington,11281
2012,Heart disease,Wisconsin,11282
2000,Heart disease,Oklahoma,11297
2007,Heart disease,Maryland,11314
2003,Heart disease,Kentucky,11319
2004,Heart disease,Maryland,11346
2013,Cancer,Arizona,11347
2013,Heart disease,Wisconsin,11362
2000,Heart disease,Washington,11370
2006,Unintentional injuries,California,11375
2013,CLRD,Florida,11379
2016,Heart disease,Maryland,11390
2014,Cancer,Wisconsin,11393
2015,Cancer,Wisconsin,11423
2013,Cancer,Wisconsin,11425
2010,All causes,Idaho,11429
2015,Stroke,Florida,11433
2006,Heart disease,Wisconsin,11451
2014,Cancer,Arizona,11455
2015,Heart disease,Arizona,11458
2015,Heart disease,Wisconsin,11473
2001,Heart disease,Louisiana,11474
2015,Heart disease,Maryland,11481
2016,Cancer,Wisconsin,11498
1999,Heart disease,Washington,11515
2014,All causes,New Hampshire,11516
2016,Heart disease,Wisconsin,11526
2013,Unintentional injuries,California,11538
2003,Heart disease,Louisiana,11540
2011,Alzheimer's disease,California,11555
2007,Cancer,Washington,11568
2005,Heart disease,Maryland,11594
2012,Heart disease,Massachusetts,11602
2011,Cancer,Wisconsin,11608
2007,Unintentional injuries,California,11614
2008,Cancer,Washington,11618
2000,Heart disease,Louisiana,11629
2012,Alzheimer's disease,California,11649
2002,Heart disease,Kentucky,11696
2015,CLRD,Florida,11705
2011,Heart disease,Massachusetts,11765
2015,Cancer,Arizona,11776
2014,Unintentional injuries,California,11804
2001,Heart disease,Kentucky,11808
2014,Heart disease,Massachusetts,11817
2005,Heart disease,Wisconsin,11842
2016,Stroke,Florida,11854
2010,Cancer,Washington,11874
2016,Cancer,Arizona,11876
2013,Alzheimer's disease,California,11891
2004,Heart disease,Wisconsin,11909
2016,Heart disease,Massachusetts,11921
2009,Cancer,Washington,11922
2007,Heart disease,Alabama,11926
2013,Cancer,Washington,11928
2000,Heart disease,Kentucky,11936
2011,Heart disease,Alabama,11942
1999,Cancer,Tennessee,11943
2012,Cancer,Washington,11952
2016,Heart disease,Arizona,11957
2016,CLRD,Florida,11970
2015,All causes,New Hampshire,11984
2012,All causes,Idaho,11998
2011,Cancer,Washington,12002
1999,Heart disease,Louisiana,12007
2002,Heart disease,Maryland,12008
2009,Heart disease,Alabama,12021
2013,Heart disease,Massachusetts,12023
2011,All causes,Idaho,12027
2012,Heart disease,Alabama,12036
2010,Heart disease,Massachusetts,12043
1999,All causes,Utah,12058
2008,Heart disease,Alabama,12074
1999,Heart disease,Maryland,12080
2010,Heart disease,Alabama,12083
1999,Heart disease,Kentucky,12098
2015,Heart disease,Massachusetts,12130
2000,Cancer,Missouri,12144
2003,Heart disease,Maryland,12164
1999,Cancer,Missouri,12186
2016,All causes,New Hampshire,12203
2014,Cancer,Washington,12205
2001,Cancer,Tennessee,12229
1999,All causes,Maine,12261
2006,All causes,Maine,12294
2001,Heart disease,Maryland,12310
2009,Heart disease,Massachusetts,12322
2002,Cancer,Missouri,12322
2000,Cancer,Tennessee,12339
2000,Heart disease,Maryland,12348
2003,Cancer,Missouri,12354
2000,All causes,Maine,12354
2000,All causes,Utah,12364
2001,Cancer,Missouri,12365
2007,Cancer,Missouri,12380
2005,Cancer,Missouri,12419
2001,All causes,Maine,12421
2013,All causes,Idaho,12434
2004,All causes,Maine,12443
2004,Cancer,Missouri,12450
2014,Heart disease,Alabama,12461
2009,Cancer,Missouri,12472
2013,Heart disease,Alabama,12472
2011,Cancer,Missouri,12473
2003,Heart disease,Wisconsin,12479
2007,All causes,Maine,12493
2002,Cancer,Tennessee,12518
2006,Cancer,Missouri,12519
2004,CLRD,California,12522
2008,Cancer,Missouri,12523
2007,CLRD,California,12532
2003,All causes,Maine,12540
2008,All causes,Maine,12541
2015,Unintentional injuries,California,12544
2004,Cancer,Indiana,12552
2016,Unintentional injuries,Florida,12561
2006,Heart disease,Alabama,12583
2004,Cancer,Tennessee,12586
2016,Cancer,Washington,12594
2009,All causes,Maine,12594
2003,Cancer,Tennessee,12613
2014,All causes,Idaho,12613
2010,Cancer,Missouri,12626
2014,Alzheimer's disease,California,12644
2001,All causes,Utah,12662
2002,CLRD,California,12684
2015,Cancer,Washington,12687
2002,All causes,Maine,12694
2016,Cancer,Missouri,12696
2007,Heart disease,Massachusetts,12710
2016,Cancer,Massachusetts,12717
2015,Cancer,Massachusetts,12750
2010,All causes,Maine,12750
2000,CLRD,California,12756
2004,Heart disease,Alabama,12774
2008,Heart disease,Massachusetts,12776
2007,Cancer,Indiana,12778
2014,CLRD,California,12780
2014,Cancer,Massachusetts,12787
2005,Cancer,Indiana,12796
2006,CLRD,California,12829
2001,Cancer,Indiana,12831
2016,Heart disease,Alabama,12832
2000,Cancer,Indiana,12842
2013,Cancer,Massachusetts,12858
2012,Cancer,Massachusetts,12864
2002,Cancer,Indiana,12865
2005,All causes,Maine,12868
2005,Heart disease,Alabama,12869
2012,All causes,Maine,12870
2011,Cancer,Massachusetts,12895
1999,Cancer,Indiana,12898
2006,Cancer,Indiana,12903
2012,Cancer,Missouri,12919
2002,Heart disease,Wisconsin,12923
2003,Cancer,Indiana,12933
2009,CLRD,California,12936
2006,Heart disease,Massachusetts,12947
2013,Cancer,Missouri,12955
2012,CLRD,California,12963
2001,CLRD,California,12965
2015,Cancer,Missouri,12965
2015,Heart disease,Alabama,12981
2010,CLRD,California,12987
2010,Cancer,Massachusetts,12993
2005,Cancer,Tennessee,12995
2011,All causes,Maine,13001
2007,Cancer,Massachusetts,13003
2001,Heart disease,Wisconsin,13023
2015,All causes,Idaho,13026
2008,Cancer,Massachusetts,13031
2006,Cancer,Tennessee,13051
2014,Cancer,Missouri,13067
2009,Cancer,Indiana,13093
2009,Cancer,Massachusetts,13112
2002,All causes,Utah,13116
2008,Cancer,Indiana,13137
2003,Heart disease,Alabama,13150
2007,Cancer,Tennessee,13161
2008,Cancer,Tennessee,13162
2010,Cancer,Indiana,13164
1999,CLRD,California,13165
2011,Cancer,Indiana,13180
2005,Cancer,Massachusetts,13182
2005,CLRD,California,13188
2002,Heart disease,Alabama,13197
2001,Heart disease,Alabama,13207
2016,Unintentional injuries,California,13213
1999,Cancer,Georgia,13225
2013,Cancer,Indiana,13258
2011,Heart disease,Virginia,13272
2005,Heart disease,Massachusetts,13280
2004,All causes,Utah,13331
2004,Cancer,Massachusetts,13337
2001,Cancer,Virginia,13345
2011,CLRD,California,13357
1999,Cancer,Virginia,13365
2016,All causes,Idaho,13366
2012,Cancer,Indiana,13368
2011,Heart disease,Indiana,13372
2004,Cancer,Virginia,13385
2012,Heart disease,Virginia,13386
2010,Heart disease,Indiana,13388
2009,Heart disease,Virginia,13397
2010,Heart disease,Virginia,13404
2000,Heart disease,Alabama,13406
2006,Cancer,Massachusetts,13407
2003,All causes,Utah,13412
1999,Heart disease,Alabama,13419
2016,Cancer,Indiana,13424
2000,All causes,New Mexico,13425
2008,CLRD,California,13426
2005,All causes,Utah,13432
2003,CLRD,California,13448
2009,Cancer,Tennessee,13482
2011,Stroke,California,13503
2009,Stroke,California,13506
2009,Heart disease,Indiana,13509
2014,All causes,Maine,13510
2015,Cancer,Indiana,13511
2014,Cancer,Indiana,13519
2000,Cancer,Virginia,13528
2012,Stroke,California,13542
2013,All causes,Maine,13547
2003,Cancer,Massachusetts,13551
2011,Cancer,Tennessee,13562
2010,Cancer,Tennessee,13593
2013,CLRD,California,13598
2000,Heart disease,Wisconsin,13601
2002,Cancer,Virginia,13602
2015,CLRD,California,13621
2010,Stroke,California,13662
2013,Heart disease,Virginia,13663
2008,Heart disease,Indiana,13663
2008,Heart disease,Virginia,13675
2012,Heart disease,Indiana,13675
1999,All causes,New Mexico,13676
2007,Heart disease,Indiana,13682
2000,Cancer,Georgia,13690
2013,Stroke,California,13698
2016,CLRD,California,13710
2014,Stroke,California,13731
2012,Heart disease,Missouri,13742
2007,Heart disease,Virginia,13750
2001,Cancer,Massachusetts,13750
2014,Heart disease,Indiana,13764
2006,All causes,Utah,13764
2012,Cancer,Tennessee,13765
2013,Heart disease,Indiana,13773
2003,Cancer,Virginia,13781
2011,Heart disease,Missouri,13810
2001,Cancer,Georgia,13818
2004,Heart disease,Massachusetts,13824
1999,Heart disease,Wisconsin,13827
2006,Cancer,Virginia,13829
2010,Heart disease,Missouri,13840
1999,Cancer,Massachusetts,13853
2014,Heart disease,Virginia,13874
2005,Cancer,Virginia,13877
2002,Cancer,Massachusetts,13914
2009,Heart disease,Missouri,13916
2015,Heart disease,Indiana,13948
2016,Heart disease,Indiana,13952
2013,Cancer,Tennessee,13953
2002,Cancer,Georgia,13975
2008,Cancer,Virginia,13983
2007,Cancer,Virginia,14009
2006,Heart disease,Virginia,14021
2000,Cancer,Massachusetts,14027
2003,Cancer,Georgia,14032
2008,All causes,Utah,14040
2008,Stroke,California,14048
2015,Heart disease,Virginia,14077
2010,Cancer,Virginia,14080
2013,Heart disease,Missouri,14095
2009,Cancer,Virginia,14122
2016,Heart disease,Virginia,14124
2001,All causes,New Mexico,14129
2009,All causes,Utah,14138
2007,All causes,Utah,14143
2014,Cancer,Tennessee,14173
2016,All causes,Maine,14182
2005,Heart disease,Virginia,14192
2015,Cancer,Tennessee,14214
2011,Heart disease,Tennessee,14235
2009,Heart disease,Tennessee,14257
2007,Heart disease,Tennessee,14280
2004,Heart disease,Virginia,14284
2012,Cancer,Virginia,14294
2004,All causes,New Mexico,14298
2004,Cancer,Georgia,14313
2014,Heart disease,Missouri,14338
2007,Heart disease,Missouri,14338
2002,All causes,New Mexico,14344
2005,Cancer,Georgia,14358
2006,Heart disease,Indiana,14375
2011,Cancer,Virginia,14376
2013,Cancer,Virginia,14414
2016,Cancer,Tennessee,14450
2012,Heart disease,Tennessee,14454
2006,Cancer,Georgia,14474
2015,All causes,Maine,14479
2005,Heart disease,Indiana,14542
2007,Stroke,California,14557
2016,Heart disease,Missouri,14579
2010,Heart disease,Tennessee,14582
2008,Cancer,Georgia,14621
2003,Heart disease,Massachusetts,14634
2004,Heart disease,Indiana,14636
2006,Heart disease,Tennessee,14642
2008,Heart disease,Missouri,14644
2004,All causes,Nebraska,14657
2008,Heart disease,Tennessee,14661
2002,Heart disease,Massachusetts,14736
2014,Cancer,Virginia,14749
2006,Heart disease,Missouri,14749
2003,Heart disease,Virginia,14756
2010,All causes,Utah,14776
2013,Heart disease,Tennessee,14803
2003,All causes,New Mexico,14805
2015,Heart disease,Missouri,14808
2009,All causes,Nebraska,14810
2006,All causes,Nebraska,14899
2001,Heart disease,Virginia,14913
2005,Heart disease,Tennessee,14946
2015,Cancer,Virginia,14947
2002,Heart disease,Virginia,14952
2005,All causes,Nebraska,14963
2005,Heart disease,Missouri,14974
2007,Cancer,Georgia,14983
2005,All causes,New Mexico,14983
2000,All causes,Nebraska,14992
2016,Cancer,Virginia,15027
2004,Heart disease,Tennessee,15038
2006,Stroke,California,15039
2015,Alzheimer's disease,California,15065
2015,Stroke,California,15065
1999,All causes,Nevada,15082
2009,Cancer,Georgia,15143
2001,Heart disease,Massachusetts,15144
2010,All causes,Nebraska,15171
2001,All causes,Nebraska,15174
2014,Heart disease,Tennessee,15223
2000,All causes,Nevada,15261
2007,All causes,Nebraska,15263
2000,Heart disease,Virginia,15264
2011,All causes,Utah,15266
2006,All causes,New Mexico,15296
2000,Heart disease,Massachusetts,15314
2002,Heart disease,Indiana,15321
1999,Heart disease,Virginia,15329
2016,Heart disease,Tennessee,15429
2010,Cancer,Georgia,15435
2008,All causes,Nebraska,15461
2003,All causes,Nebraska,15465
2003,Heart disease,Indiana,15467
2011,All causes,Nebraska,15476
2007,All causes,New Mexico,15482
2004,Heart disease,Missouri,15500
2016,Alzheimer's disease,California,15570
1999,All causes,Nebraska,15579
2005,Stroke,California,15585
2011,Cancer,Georgia,15602
2009,All causes,New Mexico,15643
2012,All causes,Nebraska,15659
2012,All causes,Utah,15676
2016,Stroke,California,15680
2001,Heart disease,Indiana,15682
2001,Heart disease,Tennessee,15688
2008,Heart disease,Georgia,15721
2015,Heart disease,Tennessee,15730
2002,All causes,Nebraska,15738
2013,All causes,Nebraska,15754
2011,Heart disease,Georgia,15773
2000,Cancer,North Carolina,15786
1999,Cancer,North Carolina,15815
2012,Heart disease,Georgia,15825
1999,Heart disease,Massachusetts,15871
2003,Heart disease,Tennessee,15919
2010,All causes,New Mexico,15931
2014,All causes,Nebraska,15978
2010,Heart disease,Georgia,15987
2008,All causes,New Mexico,16005
2012,Cancer,Georgia,16021
2001,Cancer,North Carolina,16065
2003,Cancer,North Carolina,16145
2009,Heart disease,Georgia,16165
2000,Heart disease,Tennessee,16174
2007,Heart disease,Georgia,16184
2002,Cancer,North Carolina,16210
2000,Heart disease,Indiana,16210
2016,All causes,Nebraska,16217
2002,Heart disease,Tennessee,16226
2015,Cancer,New Jersey,16270
1999,Heart disease,Tennessee,16280
2001,All causes,Nevada,16285
